"N","P","G","Iteration","Method","MAE","RMSE","MAPE"
1000,0.1,10,7,"NNI",0.00350950440971392,0.172665459920314,29.1934981892805
1000,0.1,10,8,"NN",0.00618354975004212,0.285645006439791,45.652504389621
1000,0.1,10,8,"EWMA",0.0320714186207335,0.20596822570951,34.9352556164214
1000,0.1,10,8,"LI",0.0287787232264512,0.227540141123235,37.8219257059844
1000,0.1,10,8,"KAF",0.501566000365985,0.526599560454246,90.5545995307503
1000,0.1,10,8,"RMEA",0.00530427604358798,0.152180611697772,26.5588224580023
1000,0.1,10,8,"NNI",0.0147193352168649,0.202119888117916,31.9193080092694
1000,0.1,10,9,"NN",0.00609964851017817,0.194077361556115,36.3982839379014
1000,0.1,10,9,"EWMA",0.0165338024772687,0.168965658419044,33.3162535522825
1000,0.1,10,9,"LI",0.00266904588355656,0.180181599643065,34.9035438931872
1000,0.1,10,9,"KAF",0.51439955845745,0.5330904618134,101.083255339612
1000,0.1,10,9,"RMEA",0.0147085279284318,0.13791886583273,26.8565151438103
1000,0.1,10,9,"NNI",0.00505480321124046,0.162591356644073,30.9067084974131
1000,0.1,10,10,"NN",0.0112378579471355,0.195426647039513,33.2531587364828
1000,0.1,10,10,"EWMA",0.00778024614990277,0.162901166557202,27.8262115735933
1000,0.1,10,10,"LI",0.00327091935873486,0.173996471925975,28.8915701339864
1000,0.1,10,10,"KAF",0.0395572039539294,0.123537994027671,20.3293497725532
1000,0.1,10,10,"RMEA",0.0270330804291306,0.127540805941146,24.1896937932055
1000,0.1,10,10,"NNI",0.0111514872540637,0.164740739478533,27.5443059830167
1000,0.1,25,1,"NN",0.0701464568115434,0.265505589814423,81.2696360976065
1000,0.1,25,1,"EWMA",0.0468656579218976,0.219248835836319,61.4149918921533
1000,0.1,25,1,"LI",0.0100218417700509,0.216063291891551,65.1418850777567
1000,0.1,25,1,"KAF",0.476577524056296,0.504104635757962,98.8541215248678
1000,0.1,25,1,"RMEA",0.0171119284025581,0.164802570909231,60.184053995451
1000,0.1,25,1,"NNI",0.00270894742592451,0.200865480918765,62.6279899246567
1000,0.1,25,2,"NN",0.000302146551150622,0.246237737972893,56.4099237501695
1000,0.1,25,2,"EWMA",0.0176584180748247,0.256804967956598,52.825267948093
1000,0.1,25,2,"LI",0.0527121278234331,0.244511280494488,49.810242500872
1000,0.1,25,2,"KAF",0.521166462853056,0.560058695075274,111.696169916309
1000,0.1,25,2,"RMEA",0.0164373763506204,0.180708448909158,44.1828048017773
1000,0.1,25,2,"NNI",0.036269114331749,0.205747676666133,41.9325419424344
1000,0.1,25,3,"NN",0.0816619222701861,0.255813627918398,81.512373993283
1000,0.1,25,3,"EWMA",0.0724090061824699,0.200091163864561,70.8257852219035
1000,0.1,25,3,"LI",0.071128575667512,0.207591042586683,66.7605817144262
1000,0.1,25,3,"KAF",0.411431792710748,0.452006362456426,84.3588375835448
1000,0.1,25,3,"RMEA",0.0253138514176901,0.174158311805125,62.1739734018498
1000,0.1,25,3,"NNI",0.0934037579724346,0.204460344663354,66.9057781853119
1000,0.1,25,4,"NN",0.118748128257789,0.275143279161748,64.6260932779412
1000,0.1,25,4,"EWMA",0.045780148587472,0.22532194283719,48.1862738291768
1000,0.1,25,4,"LI",0.0678050374401145,0.250736846411703,56.1905585969094
1000,0.1,25,4,"KAF",0.845538916480611,0.91986644250429,162.969541313906
1000,0.1,25,4,"RMEA",0.00870664122169393,0.178045183588686,40.6103428947791
1000,0.1,25,4,"NNI",0.0160825148580348,0.211495308916375,46.2698490932624
1000,0.1,25,5,"NN",0.0814483998003845,0.20817893198499,45.8858021166021
1000,0.1,25,5,"EWMA",0.042124515117376,0.166983267945712,36.799810504532
1000,0.1,25,5,"LI",0.0801391055825349,0.210611792969183,46.6070039234205
1000,0.1,25,5,"KAF",1.18633561065331,1.19388734535237,283.279505641796
1000,0.1,25,5,"RMEA",0.00175550683539049,0.128646467440944,28.2723275717707
1000,0.1,25,5,"NNI",0.0859176721540714,0.206788662035357,45.9680611169737
1000,0.1,25,6,"NN",0.0952135703701432,0.231851228052039,37.65649114114
1000,0.1,25,6,"EWMA",0.0229396269677364,0.194831700761065,34.6944167786996
1000,0.1,25,6,"LI",0.0217891058356858,0.187351454466348,32.5242828951212
1000,0.1,25,6,"KAF",0.540087806989041,0.558943256097277,100.811556971988
1000,0.1,25,6,"RMEA",0.0310865703083487,0.135454706231899,22.5163900076838
1000,0.1,25,6,"NNI",0.090758532254105,0.194954330176495,35.9038961891238
1000,0.1,25,7,"NN",0.0140731631101276,0.200941988009261,35.9464134906251
1000,0.1,25,7,"EWMA",0.0250069430285602,0.178028359840623,30.112054771108
1000,0.1,25,7,"LI",0.0344632164706441,0.159819403631714,26.1407450160163
1000,0.1,25,7,"KAF",0.504108927194248,0.517363570354186,98.9142613067664
1000,0.1,25,7,"RMEA",0.00458732808249158,0.1120379976942,19.3630232345514
1000,0.1,25,7,"NNI",0.0132528901790509,0.141342557473296,23.6395420025324
1000,0.1,25,8,"NN",0.0332529114703593,0.153260124274904,47.7259967145504
1000,0.1,25,8,"EWMA",0.00814473334818116,0.151235516564051,50.4877941984732
1000,0.1,25,8,"LI",0.00212168642181105,0.151334757208204,49.0255958733772
1000,0.1,25,8,"KAF",0.0220434922256806,0.139024014551983,48.8860651936842
1000,0.1,25,8,"RMEA",0.00368746642453689,0.143453015335805,48.1632994593684
1000,0.1,25,8,"NNI",0.0449439993757284,0.148632581717918,51.5993361086586
1000,0.1,25,9,"NN",0.0729001133346172,0.2057213425378,38.5984057889323
1000,0.1,25,9,"EWMA",0.0397228621001918,0.172978537876914,36.5682309548982
1000,0.1,25,9,"LI",0.0381848824237129,0.193814916086446,40.4939674854059
1000,0.1,25,9,"KAF",0.0072497265220078,0.144719593136165,29.6320321545731
1000,0.1,25,9,"RMEA",0.0165902241427155,0.150053708350736,30.0612864825092
1000,0.1,25,9,"NNI",0.0657450120565031,0.190481119235554,39.5759348022122
1000,0.1,25,10,"NN",0.0293302339980989,0.205390512144184,33.577062970942
1000,0.1,25,10,"EWMA",0.0161738661086883,0.178880906366186,29.0598291700086
1000,0.1,25,10,"LI",0.030515804936538,0.185769680376737,29.4324747190542
1000,0.1,25,10,"KAF",0.534468929712337,0.558535594491911,93.9984352098917
1000,0.1,25,10,"RMEA",0.00207671528017296,0.152319252514496,25.9253868883539
1000,0.1,25,10,"NNI",0.0366136987653288,0.17647022740585,27.7584677489615
1000,0.1,50,1,"NN",0.0143408204939481,0.233715039691493,48.9285279888501
1000,0.1,50,1,"EWMA",0.0135263347109492,0.234362109349028,52.3056707313508
1000,0.1,50,1,"LI",0.0751112710758531,0.221119540723555,52.7972541897604
1000,0.1,50,1,"KAF",0.506519783961336,0.534706142660368,100
1000,0.1,50,1,"RMEA",0.0029101535761759,0.17133836829014,40.4805316960739
1000,0.1,50,1,"NNI",0.0905953544501859,0.208166342640237,51.5306549428657
1000,0.1,50,2,"NN",0.110356532565192,0.308963797613081,93.9503566140871
1000,0.1,50,2,"EWMA",0.0655782493733014,0.232503485865029,72.1808559058476
1000,0.1,50,2,"LI",0.0560466644215434,0.242470392675157,74.3710766962045
1000,0.1,50,2,"KAF",0.480576057471681,0.504781065448807,105.670510458968
1000,0.1,50,2,"RMEA",0.00913682815518519,0.154506218862979,46.6570075784272
1000,0.1,50,2,"NNI",0.103889407090374,0.231783652156912,72.0656570941212
1000,0.1,50,3,"NN",0.151713684149328,0.265505991130462,36.4746753801395
1000,0.1,50,3,"EWMA",0.150431116981068,0.240597652369369,31.8225446882482
1000,0.1,50,3,"LI",0.14797679222339,0.27787007985854,38.929780558307
1000,0.1,50,3,"KAF",0.599509558152809,0.619114982219387,98.7192342394637
1000,0.1,50,3,"RMEA",0.0625659463958901,0.16107111753662,22.1759784694688
1000,0.1,50,3,"NNI",0.150389188860376,0.268843478486055,37.0720120119467
1000,0.1,50,4,"NN",0.0764613467384751,0.209898994026501,38.5413300917049
1000,0.1,50,4,"EWMA",0.0677716307619853,0.216502584942582,46.1235373814253
1000,0.1,50,4,"LI",0.0583060939840944,0.199414489983603,44.1944125050086
1000,0.1,50,4,"KAF",0.49813941373797,0.520949133797008,102.369196850054
1000,0.1,50,4,"RMEA",0.00823853449429259,0.161233027144252,33.47937766279
1000,0.1,50,4,"NNI",0.0329331025697518,0.175230569223001,37.7098986136574
1000,0.1,50,5,"NN",0.0203582069649486,0.236228785142287,42.3724929473885
1000,0.1,50,5,"EWMA",0.0566264037505737,0.211052494635103,36.1782491581033
1000,0.1,50,5,"LI",0.0643187989075811,0.188356866163641,30.0303465214859
1000,0.1,50,5,"KAF",0.530469036908142,0.554746538466001,102.886279777976
1000,0.1,50,5,"RMEA",0.000246775267176708,0.157794854361005,28.6118123498847
1000,0.1,50,5,"NNI",0.0402575262490768,0.16585008431661,27.3206578470072
1000,0.1,50,6,"NN",0.0805476603586086,0.214462715362724,214.367692377452
1000,0.1,50,6,"EWMA",0.0752443232046084,0.251163543354296,130.336397778959
1000,0.1,50,6,"LI",0.0969099003368611,0.303169663026648,79.537369428159
1000,0.1,50,6,"KAF",0.489955330365533,0.525573768975942,106.718636999448
1000,0.1,50,6,"RMEA",0.00483252154595606,0.190695342454833,236.727680402233
1000,0.1,50,6,"NNI",0.0324119307866311,0.260428679886945,97.1587830660943
1000,0.1,50,7,"NN",0.116933406984353,0.208141156090458,49.6425546641257
1000,0.1,50,7,"EWMA",0.120901542636087,0.212816562745181,50.2872454901881
1000,0.1,50,7,"LI",0.203564204054256,0.270797453770386,65.1176084688838
1000,0.1,50,7,"KAF",0.505397282658517,0.534261660266133,100
1000,0.1,50,7,"RMEA",0.00966399379954094,0.173500723594657,34.2491566563974
1000,0.1,50,7,"NNI",0.140862497957051,0.212973412484011,50.7083240926122
1000,0.1,50,8,"NN",0.193765144984496,0.263480015047264,78.2547866102245
1000,0.1,50,8,"EWMA",0.0610448734240841,0.208874610279158,55.5623477262798
1000,0.1,50,8,"LI",0.082962921614505,0.217225565432991,57.7593353568447
1000,0.1,50,8,"KAF",0.479118758945473,0.507073495586383,99.3702436318917
1000,0.1,50,8,"RMEA",0.00723472035543931,0.166423387519378,42.8107043505057
1000,0.1,50,8,"NNI",0.140325830835647,0.226608694234841,62.4075279623808
1000,0.1,50,9,"NN",0.243704534734305,0.290861342562373,61.9918738949946
1000,0.1,50,9,"EWMA",0.090324201167139,0.1959432661124,37.9785395480104
1000,0.1,50,9,"LI",0.133187740886842,0.222142751300091,44.3089407257264
1000,0.1,50,9,"KAF",0.518104663073268,0.538821249939598,98.4999390908867
1000,0.1,50,9,"RMEA",0.00266777253182008,0.148479796997395,27.5029268805677
1000,0.1,50,9,"NNI",0.111840777453658,0.200175191704442,39.6278293246813
1000,0.1,50,10,"NN",0.0371667744233231,0.206654722552973,34.9222239318029
1000,0.1,50,10,"EWMA",0.0058330234772072,0.16937777005739,28.6793548894859
1000,0.1,50,10,"LI",0.0135808719755184,0.161566127252837,28.4531271149458
1000,0.1,50,10,"KAF",0.519832112263753,0.542498597893966,103.021124386594
1000,0.1,50,10,"RMEA",0.000865914464460379,0.142192110498498,25.214905316116
1000,0.1,50,10,"NNI",0.0412132285519396,0.146195895540389,26.6372264671969
1000,0.15,5,1,"NN",0.0194993607472812,0.222390803670321,41.5234848840204
1000,0.15,5,1,"EWMA",0.0204157869236675,0.171351926653837,32.8828572867798
1000,0.15,5,1,"LI",0.00940821593097248,0.194383897535555,36.9250118662295
1000,0.15,5,1,"KAF",0.0197674138687175,0.153667702645814,29.9507438150511
1000,0.15,5,1,"RMEA",0.0120697914394402,0.166356917929535,34.7518314050494
1000,0.15,5,1,"NNI",0.0144408707658534,0.17157372792534,34.4822929867493
1000,0.15,5,2,"NN",0.0315345559493262,0.208450100848284,34.3207594180669
1000,0.15,5,2,"EWMA",0.0284652555120195,0.195024272790819,34.1505520965072
1000,0.15,5,2,"LI",0.0301735643188349,0.208228052879653,35.8065764852083
1000,0.15,5,2,"KAF",0.616988931500755,0.638090366865866,113.37027123049
1000,0.15,5,2,"RMEA",0.0173537561810972,0.151171764412823,29.1414661954439
1000,0.15,5,2,"NNI",0.0403414227748989,0.187904736361847,31.8593942890106
1000,0.15,5,3,"NN",0.0464678063889471,0.239493572915286,47.5359325163869
1000,0.15,5,3,"EWMA",0.0395894106946788,0.209881641293556,42.4894967397575
1000,0.15,5,3,"LI",0.0458192589950738,0.22934576802981,46.2283926861648
1000,0.15,5,3,"KAF",0.548125606626955,0.572252530065176,104.262623380993
1000,0.15,5,3,"RMEA",0.00407526611160937,0.164912203537243,32.5821579987373
1000,0.15,5,3,"NNI",0.0116356006836037,0.203242540169387,39.9040147655328
1000,0.15,5,4,"NN",0.0369476733784249,0.266563153042098,44.2999434019225
1000,0.15,5,4,"EWMA",0.0254529806465655,0.206745371763043,34.5089217565752
1000,0.15,5,4,"LI",0.0324289691482687,0.238583824992059,39.6661464666483
1000,0.15,5,4,"KAF",0.639657263465911,0.660216291975356,128.147653834626
1000,0.15,5,4,"RMEA",0.00509670389959366,0.160601470286798,28.193431477075
1000,0.15,5,4,"NNI",0.0506503518732137,0.226065956559234,36.6302799363537
1000,0.15,5,5,"NN",0.021576638089657,0.224081934995895,45.8771577151067
1000,0.15,5,5,"EWMA",0.02899104324816,0.1995106532321,44.5744696471567
1000,0.15,5,5,"LI",0.0360619514753556,0.220804873984051,48.500274193991
1000,0.15,5,5,"KAF",0.300559246110839,0.341968985487096,60.7753429493191
1000,0.15,5,5,"RMEA",0.0075091218437806,0.157930850019392,35.2601230820444
1000,0.15,5,5,"NNI",0.0770463750734191,0.199988896275983,46.0814924722069
1000,0.15,5,6,"NN",0.013622239947715,0.224804115271328,41.6753039561566
1000,0.15,5,6,"EWMA",0.0359335224871271,0.188833733841752,38.0678396566856
1000,0.15,5,6,"LI",0.0428181562999288,0.193022135918375,38.6890215025832
1000,0.15,5,6,"KAF",0.487261807037288,0.510302296256891,101.872869149601
1000,0.15,5,6,"RMEA",0.0136752087914458,0.149303721538665,29.9240070490001
1000,0.15,5,6,"NNI",0.107195364518748,0.209141830758661,45.2528552515034
1000,0.15,5,7,"NN",0.00999965830613652,0.198663013286393,37.1234088980777
1000,0.15,5,7,"EWMA",0.0105718270432196,0.187538764057947,35.797958120512
1000,0.15,5,7,"LI",0.0115222947849813,0.203188215425427,37.8189737091925
1000,0.15,5,7,"KAF",0.660391159221783,0.689558152653911,130.986296647775
1000,0.15,5,7,"RMEA",0.000110407924227085,0.16146764268185,31.7792115532911
1000,0.15,5,7,"NNI",0.0167348423042561,0.179088894384392,33.4629315595784
1000,0.15,5,8,"NN",0.00552125306471382,0.210427480762318,40.4860472386927
1000,0.15,5,8,"EWMA",0.0161939128559295,0.197513262057452,37.6387192294559
1000,0.15,5,8,"LI",0.00652200472194345,0.211731946647525,41.48337759625
1000,0.15,5,8,"KAF",0.499662363552272,0.526579048217483,103.359253549243
1000,0.15,5,8,"RMEA",0.00792395176544003,0.163401759035691,31.8185038454784
1000,0.15,5,8,"NNI",0.101182419365981,0.216427823629719,48.8923664702209
1000,0.15,5,9,"NN",0.0261399612237791,0.183499099961101,29.9082545731358
1000,0.15,5,9,"EWMA",0.00822781684676083,0.1444644581206,25.1293931479517
1000,0.15,5,9,"LI",0.0189180040383953,0.159061370814513,26.5703443628156
1000,0.15,5,9,"KAF",0.0796740912229961,0.148982918862986,22.408573311702
1000,0.15,5,9,"RMEA",0.0141002123584355,0.13340113579121,23.9744962608922
1000,0.15,5,9,"NNI",0.0589592429546799,0.161014562173306,25.805824802059
1000,0.15,5,10,"NN",0.0234128600041331,0.207893220350518,37.3529410190954
1000,0.15,5,10,"EWMA",0.0197361272664431,0.16284980945881,30.1098150014828
1000,0.15,5,10,"LI",0.0282532279692909,0.17119314162907,30.3829206233214
1000,0.15,5,10,"KAF",0.286807389778746,0.333650340323391,51.6051602165415
1000,0.15,5,10,"RMEA",0.0417278908250134,0.174884515787088,32.1357838610527
1000,0.15,5,10,"NNI",0.0361703681239822,0.165624326506622,32.7065335425662
1000,0.15,10,1,"NN",0.0141784836686003,0.203262236836271,37.3075960828413
1000,0.15,10,1,"EWMA",0.016797253633817,0.185050613301279,38.0960535218884
1000,0.15,10,1,"LI",0.00706324685375844,0.192706294329932,38.4034383850819
1000,0.15,10,1,"KAF",0.508055036602882,0.530094123889275,102.660873197902
1000,0.15,10,1,"RMEA",0.0160243595771219,0.144283131486407,30.902531498074
1000,0.15,10,1,"NNI",0.0165285511531616,0.178252189134515,37.0451259530849
1000,0.15,10,2,"NN",0.0438278519895919,0.20104141255548,44.3781924596933
1000,0.15,10,2,"EWMA",0.0466962821440192,0.184405970284949,42.161023960329
1000,0.15,10,2,"LI",0.0568866468136812,0.194919053902964,43.8411691314066
1000,0.15,10,2,"KAF",0.508598251496288,0.532555566175537,100
1000,0.15,10,2,"RMEA",0.000906818865748645,0.157936923991575,34.4797408671184
1000,0.15,10,2,"NNI",0.00366650926616527,0.171548294520522,36.9275683643649
1000,0.15,10,3,"NN",0.0599703982725292,0.212149939033506,39.9088345044337
1000,0.15,10,3,"EWMA",0.0452524721421043,0.182643967197667,35.4277521577799
1000,0.15,10,3,"LI",0.0856712614618202,0.221760066782795,39.6899514578212
1000,0.15,10,3,"KAF",0.403464181973888,0.430266178090229,83.7514471078928
1000,0.15,10,3,"RMEA",0.00439199953062661,0.148422636740198,33.0827018342287
1000,0.15,10,3,"NNI",0.0726179832423664,0.189516490115289,34.6563771839821
1000,0.15,10,4,"NN",0.0418403148389514,0.27546484010248,58.4140055135606
1000,0.15,10,4,"EWMA",0.0172535745635863,0.231059746715603,48.3195062444676
1000,0.15,10,4,"LI",0.0150807455358217,0.252075833238196,52.7100918452082
1000,0.15,10,4,"KAF",0.507334471047595,0.544486496105453,97.6875258356663
1000,0.15,10,4,"RMEA",0.0109387107753782,0.196083804660126,43.7105922904918
1000,0.15,10,4,"NNI",0.0218844189713095,0.225341876774167,44.4919535342023
1000,0.15,10,5,"NN",0.00459275382751976,0.178017214062662,41.5945759076051
1000,0.15,10,5,"EWMA",0.015177139255502,0.160409969903,36.9134422136023
1000,0.15,10,5,"LI",0.0164935084004986,0.156664970880206,36.7278283594587
1000,0.15,10,5,"KAF",0.415491187880818,0.436435251630741,96.7313714299335
1000,0.15,10,5,"RMEA",0.00313642183811036,0.1317797084758,34.5836137994226
1000,0.15,10,5,"NNI",0.0194497443801717,0.143677538250635,35.8474506863148
1000,0.15,10,6,"NN",0.0394860589053319,0.216797682508718,40.5904668337711
1000,0.15,10,6,"EWMA",0.0252173121810836,0.160504971898994,30.6830170837675
1000,0.15,10,6,"LI",0.0196181625082096,0.161309296162652,30.8251979363214
1000,0.15,10,6,"KAF",0.414551827992726,0.43747531579357,82.4443297399866
1000,0.15,10,6,"RMEA",0.0065392567355018,0.135058750112497,25.1237659659997
1000,0.15,10,6,"NNI",0.147300661967644,0.212450871091519,44.9386399784665
1000,0.15,10,7,"NN",0.00164931257555978,0.185748117778425,32.3170518842179
1000,0.15,10,7,"EWMA",0.000665428743301069,0.171925085167539,31.6516345765132
1000,0.15,10,7,"LI",0.0156462710588781,0.171254214566844,31.9134804039873
1000,0.15,10,7,"KAF",0.5009359726661,0.520637432210466,100
1000,0.15,10,7,"RMEA",0.00191179133253122,0.141880731792145,25.8646974843089
1000,0.15,10,7,"NNI",0.0210768583860442,0.15542694512701,29.1346954396308
1000,0.15,10,8,"NN",0.00609731592812396,0.243525284575857,52.1062040243711
1000,0.15,10,8,"EWMA",0.00923784079633716,0.204127866722144,45.8957617733875
1000,0.15,10,8,"LI",0.0177476696898815,0.222716259530592,50.1908882772902
1000,0.15,10,8,"KAF",0.501408854233767,0.527432927014364,106.081225933677
1000,0.15,10,8,"RMEA",0.00197649265068742,0.153411115473614,35.7327268176388
1000,0.15,10,8,"NNI",0.012552130311407,0.203224361531184,45.0893468806925
1000,0.15,10,9,"NN",0.0429302180826666,0.259504949286663,58.5542413552519
1000,0.15,10,9,"EWMA",0.0114265616952931,0.208767217098652,48.8837544572163
1000,0.15,10,9,"LI",0.0171429967533518,0.212436970306812,49.7147623824591
1000,0.15,10,9,"KAF",0.901050797673144,0.919766714756138,196.829365689048
1000,0.15,10,9,"RMEA",0.0054036225944159,0.158990228122883,38.6799891497476
1000,0.15,10,9,"NNI",0.00181627705089894,0.184767526146837,44.0308589565275
1000,0.15,10,10,"NN",0.00440767881054813,0.202694781114917,42.3595078657368
1000,0.15,10,10,"EWMA",0.00915982092365106,0.173362699590665,35.5410496180952
1000,0.15,10,10,"LI",0.0221379825325034,0.185609437152484,39.7719356009429
1000,0.15,10,10,"KAF",0.484912820577092,0.50840320863438,100
1000,0.15,10,10,"RMEA",0.0103985065266975,0.153106198201405,34.1516713820435
1000,0.15,10,10,"NNI",0.140586454630428,0.221496258374155,52.1253202221815
1000,0.15,25,1,"NN",0.0242047274930183,0.138906041975445,26.6495444216502
1000,0.15,25,1,"EWMA",0.00774199215253189,0.142260226703802,29.2097308889146
1000,0.15,25,1,"LI",0.0238433579387789,0.139318164471442,27.114252971719
1000,0.15,25,1,"KAF",0.484147363301238,0.502566611484858,101.176258426383
1000,0.15,25,1,"RMEA",0.0100290981696871,0.131246379484133,27.4280462536761
1000,0.15,25,1,"NNI",0.0302326771172158,0.132520579968482,25.1598570668158
1000,0.15,25,2,"NN",0.0171358206906415,0.178459943165798,35.3666367647614
1000,0.15,25,2,"EWMA",0.0156980228320405,0.168428184179536,35.650069496813
1000,0.15,25,2,"LI",0.0216491500896114,0.185712064990714,39.6220325490713
1000,0.15,25,2,"KAF",0.488053871048229,0.5124990630833,100
1000,0.15,25,2,"RMEA",0.024622590081176,0.15831923622354,35.3533235871223
1000,0.15,25,2,"NNI",0.0208486891416079,0.169164517323242,33.2346487939534
1000,0.15,25,3,"NN",0.121851846992184,0.247703471381358,47.59751501168
1000,0.15,25,3,"EWMA",0.0610246467541524,0.19320715860595,36.6533141213049
1000,0.15,25,3,"LI",0.0664694793950368,0.191175771197461,36.7749531487439
1000,0.15,25,3,"KAF",0.560288226001337,0.588297585488901,105.889092267889
1000,0.15,25,3,"RMEA",0.00170640390498686,0.148902393531428,27.5240104485727
1000,0.15,25,3,"NNI",0.0621113090123909,0.169879173505709,32.8181003855795
1000,0.15,25,4,"NN",0.00200354081434222,0.226623928988366,41.5529231690885
1000,0.15,25,4,"EWMA",0.00982377380172032,0.182601357433451,34.9261665521668
1000,0.15,25,4,"LI",0.00690190000595205,0.200743089461441,37.808989131593
1000,0.15,25,4,"KAF",0.497570468302134,0.517035864183064,103.628761098234
1000,0.15,25,4,"RMEA",0.00218359145908974,0.135763796745598,27.3901444408006
1000,0.15,25,4,"NNI",0.00786296067016677,0.193873620537486,37.1059165483369
1000,0.15,25,5,"NN",0.122946706191254,0.223430382223281,47.8826639891164
1000,0.15,25,5,"EWMA",0.0316451369338653,0.167072806024782,34.4489424105861
1000,0.15,25,5,"LI",0.0619995773078327,0.175028691714976,36.7828721304142
1000,0.15,25,5,"KAF",0.563191352306018,0.590169391326692,116.290737764841
1000,0.15,25,5,"RMEA",0.00670564534280282,0.143403370124294,28.5701191814367
1000,0.15,25,5,"NNI",0.0605142417965219,0.15852901449531,33.424213999124
1000,0.15,25,6,"NN",0.0651221297941184,0.231421774495291,40.0446045041679
1000,0.15,25,6,"EWMA",0.0894833043164672,0.197051770742913,31.862228493275
1000,0.15,25,6,"LI",0.0913916174009056,0.205211910095012,33.9162177613166
1000,0.15,25,6,"KAF",0.508390869043875,0.530681766614414,99.4055215624285
1000,0.15,25,6,"RMEA",0.0157310656146175,0.149028750809731,26.932359763698
1000,0.15,25,6,"NNI",0.0631035961307403,0.179663991552153,30.4106075719345
1000,0.15,25,7,"NN",0.0784084532809755,0.208639712601645,46.3512277380828
1000,0.15,25,7,"EWMA",0.0166652079887033,0.18960023231429,39.4669512067353
1000,0.15,25,7,"LI",0.0122117057413237,0.206368326786451,42.2668991186442
1000,0.15,25,7,"KAF",0.434487425361271,0.457301113153941,92.5970156233066
1000,0.15,25,7,"RMEA",0.0113786928741633,0.139347035475136,30.9479129344959
1000,0.15,25,7,"NNI",0.0214098007512062,0.189160445786208,40.2790244762891
1000,0.15,25,8,"NN",0.0602048527137286,0.221525434422437,39.2504878374102
1000,0.15,25,8,"EWMA",0.0263360367722089,0.183316065116627,35.9347883156522
1000,0.15,25,8,"LI",0.0346025947923575,0.204346082846063,38.9499529261539
1000,0.15,25,8,"KAF",0.518904043553702,0.541314539236307,100
1000,0.15,25,8,"RMEA",0.0040728086649616,0.154196665796167,30.9931669532131
1000,0.15,25,8,"NNI",0.0593468764905451,0.192953388043294,35.6450242762184
1000,0.15,25,9,"NN",0.0526533605858419,0.288892927824981,53.9284794910101
1000,0.15,25,9,"EWMA",0.010445803742691,0.208628717303007,37.0394003063064
1000,0.15,25,9,"LI",0.0785364568539936,0.202765917153676,33.5014802261395
1000,0.15,25,9,"KAF",0.559628468771004,0.580321029961859,101.904322600898
1000,0.15,25,9,"RMEA",0.0184165367566542,0.155366369922344,28.6637996995994
1000,0.15,25,9,"NNI",0.10134872701688,0.198692600340733,32.1966478326379
1000,0.15,25,10,"NN",0.065351261602456,0.214947026373983,34.0570860242568
1000,0.15,25,10,"EWMA",0.0460009563152591,0.174223966280716,27.7698549109175
1000,0.15,25,10,"LI",0.08817858299167,0.19919863596435,31.2427266172146
1000,0.15,25,10,"KAF",0.473329437937394,0.497175292303694,83.3206552780697
1000,0.15,25,10,"RMEA",0.00924258477594053,0.144695639685179,24.830248021985
1000,0.15,25,10,"NNI",0.121822390963978,0.20726306302859,31.4498062818054
1000,0.15,50,1,"NN",0.0479543274026577,0.148002069957219,33.2461454529843
1000,0.15,50,1,"EWMA",0.044384930771022,0.165774951817947,31.0754919152889
1000,0.15,50,1,"LI",0.000523233439815691,0.154989948788837,31.6702826474212
1000,0.15,50,1,"KAF",0.52374440690518,0.54195865172219,100
1000,0.15,50,1,"RMEA",0.000402359639452292,0.139323861220376,29.0113274301406
1000,0.15,50,1,"NNI",0.00163490578175203,0.145863467945261,29.9224740372925
1000,0.15,50,2,"NN",0.0996249068361531,0.205318353130215,36.4326356620203
1000,0.15,50,2,"EWMA",0.00800667824339269,0.212781185581508,41.9331825082788
1000,0.15,50,2,"LI",0.0224699182493936,0.183879905663729,36.0403783107369
1000,0.15,50,2,"KAF",0.530693724148809,0.559060726121964,104.783047254326
1000,0.15,50,2,"RMEA",0.00524227752964573,0.160364035879509,34.4041467658341
1000,0.15,50,2,"NNI",0.00228711574418814,0.165822261807656,33.7141482804981
1000,0.15,50,3,"NN",0.0674192223761104,0.173274511904413,29.2361351989947
1000,0.15,50,3,"EWMA",0.00281771108266167,0.182709307302019,35.7032068540938
1000,0.15,50,3,"LI",0.0568129629408694,0.192493030637873,34.4700736835747
1000,0.15,50,3,"KAF",0.510593425365137,0.533345290455438,99.4313067283162
1000,0.15,50,3,"RMEA",0.0112216422081876,0.150485794107134,32.3890069616996
1000,0.15,50,3,"NNI",0.045811413880018,0.172997389060871,31.3099449931145
1000,0.15,50,4,"NN",0.0420580578252824,0.248267675783033,49.793852321391
1000,0.15,50,4,"EWMA",0.0395164589417534,0.188127490781999,40.3087911980256
1000,0.15,50,4,"LI",0.0284793171282463,0.181373246524181,38.1625012224089
1000,0.15,50,4,"KAF",0.508557101740791,0.53435745810929,100.996114536135
1000,0.15,50,4,"RMEA",0.00887249484416811,0.161913518737258,34.0803961142965
1000,0.15,50,4,"NNI",0.0376929527954414,0.169023573124021,35.887592206033
1000,0.15,50,5,"NN",0.0281829918186169,0.209686175736847,42.1059396273651
1000,0.15,50,5,"EWMA",0.084486714736696,0.203695895920824,44.94177576775
