"N","P","G","Iteration","Method","max_iter","K","n_series","random","method","Modulus","Argument","MAE","RMSE","MAPE"
1000,0.1,30,3,"NNI",25,5,60,"FALSE","noise",0.05,0.523598775598299,0.0152040162518985,0.14363768658336,29.6711130951184
1000,0.1,30,3,"NNI",25,5,100,"FALSE","noise",0.05,0.523598775598299,0.0564031045008401,0.162209118569702,35.3975143022936
1000,0.1,30,3,"NNI",25,10,10,"FALSE","noise",0.05,0.523598775598299,0.000533768233527772,0.148766904275072,29.649731575366
1000,0.1,30,3,"NNI",25,10,30,"FALSE","noise",0.05,0.523598775598299,0.00628702775988648,0.149719105983671,30.0002057052466
1000,0.1,30,3,"NNI",25,10,50,"FALSE","noise",0.05,0.523598775598299,0.0239708781012595,0.14960349896815,31.1280283457434
1000,0.1,30,3,"NNI",10,5,20,"TRUE","all",0.05,0.523598775598299,0.14262548220509,0.229216712118157,51.8299452077324
1000,0.1,30,3,"NNI",10,5,60,"TRUE","all",0.05,0.523598775598299,0.14860781744805,0.222525175779594,50.6735587539901
1000,0.1,30,3,"NNI",10,5,100,"TRUE","all",0.05,0.523598775598299,0.143972754137586,0.218927571060716,49.3514911536959
1000,0.1,30,3,"NNI",10,10,10,"TRUE","all",0.05,0.523598775598299,0.127378395951659,0.212809768066382,47.7172034625643
1000,0.1,30,3,"NNI",10,10,30,"TRUE","all",0.05,0.523598775598299,0.126785251322922,0.205128584403691,46.3887630302353
1000,0.1,30,3,"NNI",10,10,50,"TRUE","all",0.05,0.523598775598299,0.14128752475666,0.216196661343298,49.0493275525014
1000,0.1,30,3,"NNI",25,5,20,"TRUE","all",0.05,0.523598775598299,0.108314924647613,0.194174222731567,42.813940281132
1000,0.1,30,3,"NNI",25,5,60,"TRUE","all",0.05,0.523598775598299,0.127809081332753,0.204405741433723,46.5326518191595
1000,0.1,30,3,"NNI",25,5,100,"TRUE","all",0.05,0.523598775598299,0.127515522602734,0.203945993268453,46.4435059073391
1000,0.1,30,3,"NNI",25,10,10,"TRUE","all",0.05,0.523598775598299,0.123338579154879,0.205527084302603,46.2661184748437
1000,0.1,30,3,"NNI",25,10,30,"TRUE","all",0.05,0.523598775598299,0.142721072928975,0.213842872190122,48.7017251944534
1000,0.1,30,3,"NNI",25,10,50,"TRUE","all",0.05,0.523598775598299,0.136390679826541,0.209759302263401,48.0025921821403
1000,0.1,30,3,"NNI",10,5,20,"FALSE","all",0.05,0.523598775598299,0.0045476849445403,0.151210361691401,29.9481418877605
1000,0.1,30,3,"NNI",10,5,60,"FALSE","all",0.05,0.523598775598299,0.0516243528560169,0.167189723890007,35.7718976385179
1000,0.1,30,3,"NNI",10,5,100,"FALSE","all",0.05,0.523598775598299,0.0764439859557847,0.190457588481516,42.1848369571767
1000,0.1,30,3,"NNI",10,10,10,"FALSE","all",0.05,0.523598775598299,0.0106160201862819,0.146615613036331,29.9400227270673
1000,0.1,30,3,"NNI",10,10,30,"FALSE","all",0.05,0.523598775598299,0.00140177815179365,0.154117276276677,30.3717962010717
1000,0.1,30,3,"NNI",10,10,50,"FALSE","all",0.05,0.523598775598299,0.0373409988716609,0.154797404544553,32.9181789014578
1000,0.1,30,3,"NNI",25,5,20,"FALSE","all",0.05,0.523598775598299,0.00247053854022096,0.15176175841109,30.4938184717414
1000,0.1,30,3,"NNI",25,5,60,"FALSE","all",0.05,0.523598775598299,0.0230223475133744,0.15664998538431,32.5014409261779
1000,0.1,30,3,"NNI",25,5,100,"FALSE","all",0.05,0.523598775598299,0.0750369341474805,0.194913906337189,42.6300762257117
1000,0.1,30,3,"NNI",25,10,10,"FALSE","all",0.05,0.523598775598299,0.00252103032357498,0.151736673599751,30.6601033417098
1000,0.1,30,3,"NNI",25,10,30,"FALSE","all",0.05,0.523598775598299,0.00134733314335681,0.149131548662164,29.9187772651794
1000,0.1,30,3,"NNI",25,10,50,"FALSE","all",0.05,0.523598775598299,0.0254739493034317,0.154125259342626,32.2810791977689
1000,0.1,30,4,"NNI",10,5,20,"TRUE","noise",0.05,0.523598775598299,0.0853840238474166,0.195029299116622,57.4745129657403
1000,0.1,30,4,"NNI",10,5,60,"TRUE","noise",0.05,0.523598775598299,0.0677015545257948,0.175594448595954,52.1803056864408
1000,0.1,30,4,"NNI",10,5,100,"TRUE","noise",0.05,0.523598775598299,0.0769853989570362,0.17614146442513,53.7151654919531
1000,0.1,30,4,"NNI",10,10,10,"TRUE","noise",0.05,0.523598775598299,0.0861712321098337,0.211608566678493,62.8781224066979
1000,0.1,30,4,"NNI",10,10,30,"TRUE","noise",0.05,0.523598775598299,0.069538963167769,0.180987556462359,53.5270786897395
1000,0.1,30,4,"NNI",10,10,50,"TRUE","noise",0.05,0.523598775598299,0.0758452462112595,0.178144275255783,54.6964073418989
1000,0.1,30,4,"NNI",25,5,20,"TRUE","noise",0.05,0.523598775598299,0.0766253568353609,0.165085216904302,48.5447853305552
1000,0.1,30,4,"NNI",25,5,60,"TRUE","noise",0.05,0.523598775598299,0.0846660587611155,0.170616931087855,53.4329918458073
1000,0.1,30,4,"NNI",25,5,100,"TRUE","noise",0.05,0.523598775598299,0.0752955110426435,0.155646587360606,47.6378570397388
1000,0.1,30,4,"NNI",25,10,10,"TRUE","noise",0.05,0.523598775598299,0.0820072814314586,0.18251833215924,54.7260870271629
1000,0.1,30,4,"NNI",25,10,30,"TRUE","noise",0.05,0.523598775598299,0.0700451551631778,0.158953766936045,48.2992744191727
1000,0.1,30,4,"NNI",25,10,50,"TRUE","noise",0.05,0.523598775598299,0.081797483717967,0.161132315193436,49.6946533035984
1000,0.1,30,4,"NNI",10,5,20,"FALSE","noise",0.05,0.523598775598299,0.0436621652996231,0.156200487809404,49.3066888234669
1000,0.1,30,4,"NNI",10,5,60,"FALSE","noise",0.05,0.523598775598299,0.0626540149538738,0.16049245045834,50.7901294348731
1000,0.1,30,4,"NNI",10,5,100,"FALSE","noise",0.05,0.523598775598299,0.0586084663161658,0.182942110154928,55.1372713220522
1000,0.1,30,4,"NNI",10,10,10,"FALSE","noise",0.05,0.523598775598299,0.0418853706077426,0.157022052974398,49.5451002620063
1000,0.1,30,4,"NNI",10,10,30,"FALSE","noise",0.05,0.523598775598299,0.0325187112843681,0.156610680688445,48.1706200952895
1000,0.1,30,4,"NNI",10,10,50,"FALSE","noise",0.05,0.523598775598299,0.0499910425102402,0.165377488439919,52.492708419528
1000,0.1,30,4,"NNI",25,5,20,"FALSE","noise",0.05,0.523598775598299,0.0413761651869306,0.151268282571104,47.6018992309264
1000,0.1,30,4,"NNI",25,5,60,"FALSE","noise",0.05,0.523598775598299,0.0446755563771416,0.150383371628589,46.3699554599323
1000,0.1,30,4,"NNI",25,5,100,"FALSE","noise",0.05,0.523598775598299,0.0606346053569538,0.154576855221309,50.2803040793499
1000,0.1,30,4,"NNI",25,10,10,"FALSE","noise",0.05,0.523598775598299,0.0433036587724112,0.153238718891285,48.9320333033642
1000,0.1,30,4,"NNI",25,10,30,"FALSE","noise",0.05,0.523598775598299,0.0425717290860768,0.154177458659654,48.8893686748619
1000,0.1,30,4,"NNI",25,10,50,"FALSE","noise",0.05,0.523598775598299,0.0492046045484499,0.155309361505024,47.177747260135
1000,0.1,30,4,"NNI",10,5,20,"TRUE","all",0.05,0.523598775598299,0.0835893993863486,0.197123989814104,60.5212911469638
1000,0.1,30,4,"NNI",10,5,60,"TRUE","all",0.05,0.523598775598299,0.0901219074218494,0.19480073439492,60.1351729658269
1000,0.1,30,4,"NNI",10,5,100,"TRUE","all",0.05,0.523598775598299,0.0829908323906219,0.19862873363278,59.3580229309485
1000,0.1,30,4,"NNI",10,10,10,"TRUE","all",0.05,0.523598775598299,0.0815447204598807,0.199767250421903,58.9627182881354
1000,0.1,30,4,"NNI",10,10,30,"TRUE","all",0.05,0.523598775598299,0.0770205458954661,0.18972406295471,57.1951156281304
1000,0.1,30,4,"NNI",10,10,50,"TRUE","all",0.05,0.523598775598299,0.0804955774501651,0.194178979000736,59.2615031127162
1000,0.1,30,4,"NNI",25,5,20,"TRUE","all",0.05,0.523598775598299,0.083242344454496,0.201522971463629,60.8916421843475
1000,0.1,30,4,"NNI",25,5,60,"TRUE","all",0.05,0.523598775598299,0.102736305033732,0.200453342847649,62.8660577162071
1000,0.1,30,4,"NNI",25,5,100,"TRUE","all",0.05,0.523598775598299,0.0931860345690471,0.195934363559246,60.4586846191224
1000,0.1,30,4,"NNI",25,10,10,"TRUE","all",0.05,0.523598775598299,0.098332017430566,0.212596690644312,63.6733488968539
1000,0.1,30,4,"NNI",25,10,30,"TRUE","all",0.05,0.523598775598299,0.0970236486682318,0.202293847275149,61.1670050199536
1000,0.1,30,4,"NNI",25,10,50,"TRUE","all",0.05,0.523598775598299,0.0981858323768466,0.195318691349509,60.6659712559785
1000,0.1,30,4,"NNI",10,5,20,"FALSE","all",0.05,0.523598775598299,0.0427543585123972,0.156309424361912,49.446389747893
1000,0.1,30,4,"NNI",10,5,60,"FALSE","all",0.05,0.523598775598299,0.0578410428221712,0.178442458698978,54.6402724970959
1000,0.1,30,4,"NNI",10,5,100,"FALSE","all",0.05,0.523598775598299,0.0831536252587062,0.19949334225242,61.0788820740913
1000,0.1,30,4,"NNI",10,10,10,"FALSE","all",0.05,0.523598775598299,0.0377916696292515,0.158546332408208,49.2020220276382
1000,0.1,30,4,"NNI",10,10,30,"FALSE","all",0.05,0.523598775598299,0.0500581196237626,0.157777999419747,49.9593989645178
1000,0.1,30,4,"NNI",10,10,50,"FALSE","all",0.05,0.523598775598299,0.0572103112892001,0.174018740070766,53.7025722171982
1000,0.1,30,4,"NNI",25,5,20,"FALSE","all",0.05,0.523598775598299,0.0435309001958061,0.15603920215415,49.8260707357881
1000,0.1,30,4,"NNI",25,5,60,"FALSE","all",0.05,0.523598775598299,0.0495149904313043,0.160935624185028,49.4975980409245
1000,0.1,30,4,"NNI",25,5,100,"FALSE","all",0.05,0.523598775598299,0.0624475479744231,0.174956621842229,54.9338221088058
1000,0.1,30,4,"NNI",25,10,10,"FALSE","all",0.05,0.523598775598299,0.0418611973744984,0.152771412376982,48.3899720926832
1000,0.1,30,4,"NNI",25,10,30,"FALSE","all",0.05,0.523598775598299,0.0430679275945514,0.15556753712028,49.5137533380939
1000,0.1,30,4,"NNI",25,10,50,"FALSE","all",0.05,0.523598775598299,0.0470895542392157,0.157500880344469,48.6490605096834
1000,0.1,30,5,"NNI",10,5,20,"TRUE","noise",0.05,0.523598775598299,0.0890049183041148,0.21561534084871,74.900988880607
1000,0.1,30,5,"NNI",10,5,60,"TRUE","noise",0.05,0.523598775598299,0.0692616065346823,0.197786911229266,69.8717835265475
1000,0.1,30,5,"NNI",10,5,100,"TRUE","noise",0.05,0.523598775598299,0.0803653461738056,0.197729657224273,70.5388678672005
1000,0.1,30,5,"NNI",10,10,10,"TRUE","noise",0.05,0.523598775598299,0.0789232822262869,0.211018555295392,73.4726017585254
1000,0.1,30,5,"NNI",10,10,30,"TRUE","noise",0.05,0.523598775598299,0.0778477222393247,0.197829216053183,70.2190610190738
1000,0.1,30,5,"NNI",10,10,50,"TRUE","noise",0.05,0.523598775598299,0.0708659126033677,0.197536187395633,69.8135726425465
1000,0.1,30,5,"NNI",25,5,20,"TRUE","noise",0.05,0.523598775598299,0.0949606026215977,0.194236396969951,67.8670182620513
1000,0.1,30,5,"NNI",25,5,60,"TRUE","noise",0.05,0.523598775598299,0.0917391966121355,0.191196877028246,68.9343545949178
1000,0.1,30,5,"NNI",25,5,100,"TRUE","noise",0.05,0.523598775598299,0.0965771446562767,0.195618210459373,71.1000233035118
1000,0.1,30,5,"NNI",25,10,10,"TRUE","noise",0.05,0.523598775598299,0.0526169243723445,0.183325747084095,61.8521307688501
1000,0.1,30,5,"NNI",25,10,30,"TRUE","noise",0.05,0.523598775598299,0.0891635363701608,0.189824059687267,68.5341999208389
1000,0.1,30,5,"NNI",25,10,50,"TRUE","noise",0.05,0.523598775598299,0.091183652341726,0.191270516606604,69.4792188749137
1000,0.1,30,5,"NNI",10,5,20,"FALSE","noise",0.05,0.523598775598299,0.0510852873660087,0.189294487763048,65.7540482575284
1000,0.1,30,5,"NNI",10,5,60,"FALSE","noise",0.05,0.523598775598299,0.0699325201581213,0.195284907627624,68.7882797669401
1000,0.1,30,5,"NNI",10,5,100,"FALSE","noise",0.05,0.523598775598299,0.0812158141868273,0.203535349881585,70.5741213128584
1000,0.1,30,5,"NNI",10,10,10,"FALSE","noise",0.05,0.523598775598299,0.0521604996592097,0.187091963162478,64.9684350997779
1000,0.1,30,5,"NNI",10,10,30,"FALSE","noise",0.05,0.523598775598299,0.0542633897731992,0.189852338061821,66.754580703449
1000,0.1,30,5,"NNI",10,10,50,"FALSE","noise",0.05,0.523598775598299,0.0576078361938688,0.194022307470594,67.0723493517152
1000,0.1,30,5,"NNI",25,5,20,"FALSE","noise",0.05,0.523598775598299,0.0491688095136112,0.190379635503229,67.0265292370772
1000,0.1,30,5,"NNI",25,5,60,"FALSE","noise",0.05,0.523598775598299,0.0670224113269276,0.189568304627972,68.2048333347947
1000,0.1,30,5,"NNI",25,5,100,"FALSE","noise",0.05,0.523598775598299,0.0846582186556816,0.190658790212837,66.4978996412678
1000,0.1,30,5,"NNI",25,10,10,"FALSE","noise",0.05,0.523598775598299,0.0516845766375753,0.184520175564153,64.5407733303354
1000,0.1,30,5,"NNI",25,10,30,"FALSE","noise",0.05,0.523598775598299,0.0538754815462854,0.188612922769291,66.5037234118948
1000,0.1,30,5,"NNI",25,10,50,"FALSE","noise",0.05,0.523598775598299,0.0630366163389841,0.191930170703965,67.3556433531488
1000,0.1,30,5,"NNI",10,5,20,"TRUE","all",0.05,0.523598775598299,0.0647366296420786,0.209346511846878,71.9245942044837
1000,0.1,30,5,"NNI",10,5,60,"TRUE","all",0.05,0.523598775598299,0.0789923181471188,0.209202485523979,74.4827438782562
1000,0.1,30,5,"NNI",10,5,100,"TRUE","all",0.05,0.523598775598299,0.0810445758041699,0.206322784942027,73.8983637864714
1000,0.1,30,5,"NNI",10,10,10,"TRUE","all",0.05,0.523598775598299,0.0807612712850464,0.215904503239643,74.5389492311062
1000,0.1,30,5,"NNI",10,10,30,"TRUE","all",0.05,0.523598775598299,0.0808273196224,0.208406549126959,74.3755161063739
1000,0.1,30,5,"NNI",10,10,50,"TRUE","all",0.05,0.523598775598299,0.0794370824102189,0.206776299331901,72.5862039479215
1000,0.1,30,5,"NNI",25,5,20,"TRUE","all",0.05,0.523598775598299,0.0961373629507382,0.216057922524857,78.1564697781356
1000,0.1,30,5,"NNI",25,5,60,"TRUE","all",0.05,0.523598775598299,0.10730614741017,0.215854366785435,78.9157954392904
1000,0.1,30,5,"NNI",25,5,100,"TRUE","all",0.05,0.523598775598299,0.103134658303886,0.211560550006566,77.4812044646735
1000,0.1,30,5,"NNI",25,10,10,"TRUE","all",0.05,0.523598775598299,0.100507145716445,0.213892198240066,77.7652321833595
1000,0.1,30,5,"NNI",25,10,30,"TRUE","all",0.05,0.523598775598299,0.0992499394751548,0.209416900915494,76.5069848340512
1000,0.1,30,5,"NNI",25,10,50,"TRUE","all",0.05,0.523598775598299,0.0956340617143736,0.208360011948709,76.5198455328696
1000,0.1,30,5,"NNI",10,5,20,"FALSE","all",0.05,0.523598775598299,0.0551595515016343,0.189316406575685,66.4405874134619
1000,0.1,30,5,"NNI",10,5,60,"FALSE","all",0.05,0.523598775598299,0.0606046129766729,0.207434389759512,73.8999647579009
1000,0.1,30,5,"NNI",10,5,100,"FALSE","all",0.05,0.523598775598299,0.0763288501736482,0.216192021943665,74.9563542677588
1000,0.1,30,5,"NNI",10,10,10,"FALSE","all",0.05,0.523598775598299,0.0516915194528261,0.188319451858083,65.2440670483786
1000,0.1,30,5,"NNI",10,10,30,"FALSE","all",0.05,0.523598775598299,0.0493928724199824,0.187268127441193,66.0975080122402
1000,0.1,30,5,"NNI",10,10,50,"FALSE","all",0.05,0.523598775598299,0.068967837724781,0.197560733118149,68.4110572309949
1000,0.1,30,5,"NNI",25,5,20,"FALSE","all",0.05,0.523598775598299,0.0547399233119646,0.18814493764214,66.2838572644881
1000,0.1,30,5,"NNI",25,5,60,"FALSE","all",0.05,0.523598775598299,0.0729514786604669,0.197460805953749,69.4108715766939
1000,0.1,30,5,"NNI",25,5,100,"FALSE","all",0.05,0.523598775598299,0.0868831429153972,0.208204445560751,74.3788468284879
1000,0.1,30,5,"NNI",25,10,10,"FALSE","all",0.05,0.523598775598299,0.0530672311587757,0.189805781570393,66.786779223591
1000,0.1,30,5,"NNI",25,10,30,"FALSE","all",0.05,0.523598775598299,0.0536069841719627,0.189215511869682,66.6259101387319
1000,0.1,30,5,"NNI",25,10,50,"FALSE","all",0.05,0.523598775598299,0.0714085256460931,0.196960223477133,68.9935755833051
1000,0.2,10,1,"NNI",10,5,20,"TRUE","noise",0.05,0.523598775598299,0.00421078197179695,0.169241967094474,40.5884986931824
1000,0.2,10,1,"NNI",10,5,60,"TRUE","noise",0.05,0.523598775598299,0.00167233965067526,0.174580443469112,40.409022945711
1000,0.2,10,1,"NNI",10,5,100,"TRUE","noise",0.05,0.523598775598299,0.00444189443917611,0.176538738954577,40.2086044733523
1000,0.2,10,1,"NNI",10,10,10,"TRUE","noise",0.05,0.523598775598299,0.00868694699288944,0.18322089196901,42.9835314033779
1000,0.2,10,1,"NNI",10,10,30,"TRUE","noise",0.05,0.523598775598299,0.0166838166389022,0.179806656966368,40.6265911300715
1000,0.2,10,1,"NNI",10,10,50,"TRUE","noise",0.05,0.523598775598299,0.00632960021762511,0.176692039632917,40.8428484002189
1000,0.2,10,1,"NNI",25,5,20,"TRUE","noise",0.05,0.523598775598299,0.00504759166272024,0.163105612384818,38.3917182068611
1000,0.2,10,1,"NNI",25,5,60,"TRUE","noise",0.05,0.523598775598299,0.0307751501287673,0.165795641728987,35.7440137570093
1000,0.2,10,1,"NNI",25,5,100,"TRUE","noise",0.05,0.523598775598299,0.0127398421260867,0.162510901181346,37.1909257889
1000,0.2,10,1,"NNI",25,10,10,"TRUE","noise",0.05,0.523598775598299,0.0263324229273353,0.176994576728599,38.1140813625493
1000,0.2,10,1,"NNI",25,10,30,"TRUE","noise",0.05,0.523598775598299,0.000838784924462834,0.18656124753181,41.2986672096559
1000,0.2,10,1,"NNI",25,10,50,"TRUE","noise",0.05,0.523598775598299,0.0132243947658096,0.160678394752701,36.5447395736424
1000,0.2,10,1,"NNI",10,5,20,"FALSE","noise",0.05,0.523598775598299,0.0137009478631769,0.16015131908834,38.7638487430401
1000,0.2,10,1,"NNI",10,5,60,"FALSE","noise",0.05,0.523598775598299,0.0127851554873739,0.16213757119961,39.2407152403202
1000,0.2,10,1,"NNI",10,5,100,"FALSE","noise",0.05,0.523598775598299,0.000531900947109255,0.178710485567076,41.9860095961896
1000,0.2,10,1,"NNI",10,10,10,"FALSE","noise",0.05,0.523598775598299,0.0118540441814218,0.160322737095721,38.2924330300518
1000,0.2,10,1,"NNI",10,10,30,"FALSE","noise",0.05,0.523598775598299,0.0105586732450281,0.160291593944621,38.4004868861612
1000,0.2,10,1,"NNI",10,10,50,"FALSE","noise",0.05,0.523598775598299,0.011851324220315,0.158904577454139,37.9695894719103
1000,0.2,10,1,"NNI",25,5,20,"FALSE","noise",0.05,0.523598775598299,0.0124597284290347,0.159688279649291,37.9625486470943
1000,0.2,10,1,"NNI",25,5,60,"FALSE","noise",0.05,0.523598775598299,0.014756280383781,0.160189225449608,37.9569457504817
1000,0.2,10,1,"NNI",25,5,100,"FALSE","noise",0.05,0.523598775598299,0.0219346000465904,0.16838912636604,38.7481203979499
1000,0.2,10,1,"NNI",25,10,10,"FALSE","noise",0.05,0.523598775598299,0.0125642742428337,0.158550433074843,37.5639888211943
1000,0.2,10,1,"NNI",25,10,30,"FALSE","noise",0.05,0.523598775598299,0.0115485560986553,0.158222064689124,38.0220915115532
1000,0.2,10,1,"NNI",25,10,50,"FALSE","noise",0.05,0.523598775598299,0.0101039696845565,0.159366330824426,37.9788489679335
1000,0.2,10,1,"NNI",10,5,20,"TRUE","all",0.05,0.523598775598299,0.00907815804810861,0.178862476757731,40.6853488032379
1000,0.2,10,1,"NNI",10,5,60,"TRUE","all",0.05,0.523598775598299,0.0108875844749961,0.192072300162301,43.741205583471
1000,0.2,10,1,"NNI",10,5,100,"TRUE","all",0.05,0.523598775598299,0.000720459086016213,0.174329175356856,40.9907682195772
1000,0.2,10,1,"NNI",10,10,10,"TRUE","all",0.05,0.523598775598299,0.0228000830459748,0.188745074145498,40.985827151134
1000,0.2,10,1,"NNI",10,10,30,"TRUE","all",0.05,0.523598775598299,0.000950977531388797,0.185996540888623,43.0240973044877
1000,0.2,10,1,"NNI",10,10,50,"TRUE","all",0.05,0.523598775598299,0.0113913141313348,0.184029181524704,41.9945527537046
1000,0.2,10,1,"NNI",25,5,20,"TRUE","all",0.05,0.523598775598299,0.0106425808641467,0.168179428444224,39.6890710618466
1000,0.2,10,1,"NNI",25,5,60,"TRUE","all",0.05,0.523598775598299,0.0281039896297608,0.184285140980464,40.6508774513015
1000,0.2,10,1,"NNI",25,5,100,"TRUE","all",0.05,0.523598775598299,0.013624369645432,0.194347296333641,41.6754300614993
1000,0.2,10,1,"NNI",25,10,10,"TRUE","all",0.05,0.523598775598299,0.00511922242672781,0.175836357588567,42.8075562911862
1000,0.2,10,1,"NNI",25,10,30,"TRUE","all",0.05,0.523598775598299,0.0230172343711708,0.204598573116551,44.149977620307
1000,0.2,10,1,"NNI",25,10,50,"TRUE","all",0.05,0.523598775598299,0.0140120296093974,0.17519304142641,40.9410309203103
1000,0.2,10,1,"NNI",10,5,20,"FALSE","all",0.05,0.523598775598299,0.0113622276309286,0.1621234521914,38.9691971840967
1000,0.2,10,1,"NNI",10,5,60,"FALSE","all",0.05,0.523598775598299,0.0131775527271781,0.163475138979855,38.987386204989
1000,0.2,10,1,"NNI",10,5,100,"FALSE","all",0.05,0.523598775598299,0.00336625594379047,0.179074619405406,42.4438373388421
1000,0.2,10,1,"NNI",10,10,10,"FALSE","all",0.05,0.523598775598299,0.0104139270755802,0.162216707327765,39.0211414796768
1000,0.2,10,1,"NNI",10,10,30,"FALSE","all",0.05,0.523598775598299,0.0112634882453237,0.160903785826006,38.7701085478844
1000,0.2,10,1,"NNI",10,10,50,"FALSE","all",0.05,0.523598775598299,0.01948184192659,0.172630706702724,38.9190743181888
1000,0.2,10,1,"NNI",25,5,20,"FALSE","all",0.05,0.523598775598299,0.0122044219169174,0.159781889007967,38.5750427544724
1000,0.2,10,1,"NNI",25,5,60,"FALSE","all",0.05,0.523598775598299,0.015788812837318,0.166321222514753,39.8563112652613
1000,0.2,10,1,"NNI",25,5,100,"FALSE","all",0.05,0.523598775598299,0.0181209473493848,0.180522828987918,40.9805294602268
1000,0.2,10,1,"NNI",25,10,10,"FALSE","all",0.05,0.523598775598299,0.0116790078613315,0.160099880053888,38.6481744533607
1000,0.2,10,1,"NNI",25,10,30,"FALSE","all",0.05,0.523598775598299,0.0130860252949748,0.161209404405142,38.6906260131777
1000,0.2,10,1,"NNI",25,10,50,"FALSE","all",0.05,0.523598775598299,0.0200993514034305,0.166559571481765,39.371431806701
1000,0.2,10,2,"NNI",10,5,20,"TRUE","noise",0.05,0.523598775598299,0.00397147328466162,0.153402915888407,28.4882899741026
1000,0.2,10,2,"NNI",10,5,60,"TRUE","noise",0.05,0.523598775598299,0.0216715539513527,0.164947056625976,28.995499683949
1000,0.2,10,2,"NNI",10,5,100,"TRUE","noise",0.05,0.523598775598299,0.0218131832933424,0.168688806781746,30.2536201083843
1000,0.2,10,2,"NNI",10,10,10,"TRUE","noise",0.05,0.523598775598299,0.0240125542140006,0.159119645547709,28.0303082899964
1000,0.2,10,2,"NNI",10,10,30,"TRUE","noise",0.05,0.523598775598299,0.0247673940962552,0.16701508138353,28.8477037344063
1000,0.2,10,2,"NNI",10,10,50,"TRUE","noise",0.05,0.523598775598299,0.0109154181057958,0.174897411012094,31.3834613337907
1000,0.2,10,2,"NNI",25,5,20,"TRUE","noise",0.05,0.523598775598299,0.0208873501589893,0.14238054004677,25.4477154569612
1000,0.2,10,2,"NNI",25,5,60,"TRUE","noise",0.05,0.523598775598299,0.0285903045354782,0.169669710298247,28.6411367169687
1000,0.2,10,2,"NNI",25,5,100,"TRUE","noise",0.05,0.523598775598299,0.0477395479737221,0.179629091586823,29.7043731087171
1000,0.2,10,2,"NNI",25,10,10,"TRUE","noise",0.05,0.523598775598299,0.016824521743357,0.160982152933188,29.667467072501
1000,0.2,10,2,"NNI",25,10,30,"TRUE","noise",0.05,0.523598775598299,0.0453561609281598,0.194017397366402,32.2810302606009
1000,0.2,10,2,"NNI",25,10,50,"TRUE","noise",0.05,0.523598775598299,0.0351674236568062,0.167883175748295,28.689627500179
1000,0.2,10,2,"NNI",10,5,20,"FALSE","noise",0.05,0.523598775598299,0.0111787780603765,0.13844927180108,26.8871584072418
1000,0.2,10,2,"NNI",10,5,60,"FALSE","noise",0.05,0.523598775598299,0.0143009850314258,0.144054625200453,27.1226554260935
1000,0.2,10,2,"NNI",10,5,100,"FALSE","noise",0.05,0.523598775598299,0.0149625360897182,0.148827844920334,27.8360033095797
1000,0.2,10,2,"NNI",10,10,10,"FALSE","noise",0.05,0.523598775598299,0.0120296623936294,0.137277148386437,26.1931877214532
1000,0.2,10,2,"NNI",10,10,30,"FALSE","noise",0.05,0.523598775598299,0.0102296297183631,0.138469767793787,26.6438376468289
1000,0.2,10,2,"NNI",10,10,50,"FALSE","noise",0.05,0.523598775598299,0.0143421841046213,0.139832573874023,26.5583646112744
1000,0.2,10,2,"NNI",25,5,20,"FALSE","noise",0.05,0.523598775598299,0.0109998764595388,0.137856392261486,26.7067412884763
1000,0.2,10,2,"NNI",25,5,60,"FALSE","noise",0.05,0.523598775598299,0.0121145350238679,0.138432938501925,26.6240776656149
1000,0.2,10,2,"NNI",25,5,100,"FALSE","noise",0.05,0.523598775598299,0.0175005704006551,0.131296840320791,24.5512117006741
1000,0.2,10,2,"NNI",25,10,10,"FALSE","noise",0.05,0.523598775598299,0.0107417398712038,0.1371872884352,26.5558438830498
1000,0.2,10,2,"NNI",25,10,30,"FALSE","noise",0.05,0.523598775598299,0.0120945079407094,0.137363121558259,26.357974340007
1000,0.2,10,2,"NNI",25,10,50,"FALSE","noise",0.05,0.523598775598299,0.0144366168639062,0.141101964726054,27.0213123647379
1000,0.2,10,2,"NNI",10,5,20,"TRUE","all",0.05,0.523598775598299,0.0183394969037174,0.15333525363286,27.7085917227198
1000,0.2,10,2,"NNI",10,5,60,"TRUE","all",0.05,0.523598775598299,0.0274546819260715,0.186121021054364,33.1650797852305
1000,0.2,10,2,"NNI",10,5,100,"TRUE","all",0.05,0.523598775598299,0.0456347714715077,0.189393160717084,32.7591517681113
1000,0.2,10,2,"NNI",10,10,10,"TRUE","all",0.05,0.523598775598299,0.0285124133980273,0.157637936958964,29.0935630437704
1000,0.2,10,2,"NNI",10,10,30,"TRUE","all",0.05,0.523598775598299,0.0273398625446855,0.174706555272064,30.4921212928678
1000,0.2,10,2,"NNI",10,10,50,"TRUE","all",0.05,0.523598775598299,0.0385717896024136,0.199570280991744,34.9706514260012
1000,0.2,10,2,"NNI",25,5,20,"TRUE","all",0.05,0.523598775598299,0.0964860840731672,0.231682009975039,38.9778504464739
1000,0.2,10,2,"NNI",25,5,60,"TRUE","all",0.05,0.523598775598299,0.0586546560796349,0.221613256282317,37.1590862680213
1000,0.2,10,2,"NNI",25,5,100,"TRUE","all",0.05,0.523598775598299,0.0769053957971184,0.197470343247162,31.8578717665644
1000,0.2,10,2,"NNI",25,10,10,"TRUE","all",0.05,0.523598775598299,0.103824681590162,0.25026489061349,43.1561317082527
